Precip	SWE	Intercep	Ponding	SoilWater	GW	ETtot	EvapS	EvapI	EvapT	Leakage	OvlndFlow	GWFlow	SatExtent	Run-off2Stream	GW2channel	MassBalError
1.21037e+08	367184	0	45577.4	7.00123e+07	2.05808e+07	3.63881e+07	1.41315e+07	1.6077e+06	2.06489e+07	0	5.15109e+07	815.869	0.0675222	5.30731e+07	12283.4	2.82353e-14
1.21037e+08	328479	0	41173.2	6.98574e+07	2.05111e+07	3.65764e+07	1.41879e+07	1.6077e+06	2.07808e+07	0	5.15206e+07	818.875	0.0665803	5.30839e+07	12333.3	9.41177e-15
1.21037e+08	296437	0	40672	6.97208e+07	2.04427e+07	3.67371e+07	1.42247e+07	1.6077e+06	2.09048e+07	0	5.15289e+07	821.88	0.0699947	5.30956e+07	12383.1	9.41177e-15
1.21037e+08	264445	0	39858.9	6.95824e+07	2.03743e+07	3.69004e+07	1.42652e+07	1.6077e+06	2.10275e+07	0	5.15369e+07	824.885	0.0691117	5.31056e+07	12433	1.88235e-14
1.21037e+08	233987	0	38269.1	6.94469e+07	2.03063e+07	3.70605e+07	1.43052e+07	1.6077e+06	2.11476e+07	0	5.15443e+07	827.891	0.0664037	5.31146e+07	12482.9	1.88235e-14
1.21037e+08	208002	0	36609.4	6.93179e+07	2.02389e+07	3.72103e+07	1.43394e+07	1.6077e+06	2.12632e+07	0	5.15512e+07	830.896	0.0646377	5.3123e+07	12532.7	1.88235e-14
1.21037e+08	179077	0	32683	6.91799e+07	2.01711e+07	3.7375e+07	1.43876e+07	1.6077e+06	2.13796e+07	0	5.15573e+07	833.901	0.0542179	5.31294e+07	12582.6	1.88235e-14
1.21037e+08	156135	0	30472.7	6.90572e+07	2.01043e+07	3.75177e+07	1.44201e+07	1.6077e+06	2.149e+07	0	5.15624e+07	836.907	0.0571614	5.31365e+07	12632.5	1.88235e-14
1.21037e+08	138576	0	29863.1	6.89427e+07	2.00388e+07	3.76456e+07	1.44445e+07	1.6077e+06	2.15934e+07	0	5.15672e+07	839.912	0.0588097	5.31431e+07	12682.3	1.88235e-14
1.21037e+08	121157	0	26370.3	6.88193e+07	1.99727e+07	3.77854e+07	1.44789e+07	1.6077e+06	2.16988e+07	0	5.15717e+07	842.917	0.0514511	5.3148e+07	12732.2	9.41177e-15
1.21037e+08	102889	0	20112.3	6.86859e+07	1.99063e+07	3.79397e+07	1.45274e+07	1.6077e+06	2.18046e+07	0	5.15754e+07	845.923	0.0370283	5.31517e+07	12782	9.41177e-15
1.21037e+08	93528.3	0	17229.1	6.85898e+07	1.98434e+07	3.80454e+07	1.45434e+07	1.6077e+06	2.18943e+07	0	5.1578e+07	848.928	0.0499205	5.31558e+07	12831.9	1.88235e-14
1.21037e+08	83270.4	0	15433.8	6.84777e+07	1.9779e+07	3.81675e+07	1.45699e+07	1.6077e+06	2.19899e+07	0	5.15801e+07	851.933	0.0442103	5.31585e+07	12881.8	9.41177e-15
1.21037e+08	75482.1	0	15482.7	6.83784e+07	1.97165e+07	3.82727e+07	1.45877e+07	1.6077e+06	2.20773e+07	0	5.15819e+07	854.939	0.0484488	5.31619e+07	12931.6	9.41177e-15
1.21037e+08	68358.2	0	14421.7	6.82761e+07	1.96539e+07	3.83815e+07	1.46087e+07	1.6077e+06	2.21652e+07	0	5.15835e+07	857.944	0.0460941	5.31643e+07	12981.5	1.88235e-14
1.21037e+08	62727.8	0	13651	6.81781e+07	1.95923e+07	3.84845e+07	1.46274e+07	1.6077e+06	2.22494e+07	0	5.1585e+07	860.949	0.0449756	5.31665e+07	13031.4	-9.41177e-15
1.21037e+08	57932	0	11034.1	6.80715e+07	1.953e+07	3.85972e+07	1.46531e+07	1.6077e+06	2.23364e+07	0	5.15863e+07	863.955	0.0320245	5.3168e+07	13081.2	2.82353e-14
1.21037e+08	53320.4	0	8430.68	6.79686e+07	1.94684e+07	3.87064e+07	1.46775e+07	1.6077e+06	2.24212e+07	0	5.15872e+07	866.96	0.03226	5.31692e+07	13131.1	9.41177e-15
1.21037e+08	49207.6	0	6478.73	6.78698e+07	1.94075e+07	3.88106e+07	1.46994e+07	1.6077e+06	2.25035e+07	0	5.15879e+07	869.965	0.0333196	5.31703e+07	13180.9	1.88235e-14
1.21037e+08	45445.2	0	5035.85	6.77731e+07	1.93474e+07	3.8912e+07	1.47207e+07	1.6077e+06	2.25836e+07	0	5.15883e+07	872.971	0.0330253	5.31712e+07	13230.8	9.41177e-15
1.21037e+08	41740.9	0	3776.22	6.76776e+07	1.92877e+07	3.90122e+07	1.47422e+07	1.6077e+06	2.26624e+07	0	5.15885e+07	875.976	0.0321422	5.3172e+07	13280.6	0
1.21037e+08	38448.6	0	3488.08	6.75899e+07	1.92293e+07	3.91034e+07	1.47589e+07	1.6077e+06	2.27368e+07	0	5.15886e+07	878.981	0.0352623	5.3173e+07	13330.4	9.41177e-15
1.21037e+08	35838.7	0	4546.39	6.75122e+07	1.91727e+07	3.91827e+07	1.47709e+07	1.6077e+06	2.2804e+07	0	5.15887e+07	881.987	0.0386178	5.31746e+07	13380.3	1.88235e-14
1.23081e+08	32943.8	0	76169.2	6.9376e+07	1.91992e+07	3.92828e+07	1.48286e+07	1.62197e+06	2.28322e+07	0	5.15995e+07	884.992	0.0926002	5.32417e+07	13430.1	9.29184e-15
1.23966e+08	29579	0	101058	7.00633e+07	1.92934e+07	3.94281e+07	1.49173e+07	1.63625e+06	2.28746e+07	0	5.16308e+07	887.997	0.121799	5.32949e+07	13479.9	1.84816e-14
1.23966e+08	26717.1	0	69369.4	6.98998e+07	1.92279e+07	3.95965e+07	1.4978e+07	1.63625e+06	2.29823e+07	0	5.16605e+07	891.003	0.0704068	5.33255e+07	13529.8	9.24081e-15
1.23966e+08	24058.2	0	48717.5	6.97465e+07	1.91624e+07	3.9752e+07	1.50303e+07	1.63625e+06	2.30854e+07	0	5.16816e+07	894.008	0.0759404	5.33468e+07	13579.6	0
1.24023e+08	21815.2	32.0346	41386	6.97019e+07	1.91179e+07	3.98479e+07	1.50734e+07	1.65043e+06	2.31241e+07	0	5.16965e+07	897.013	0.0990169	5.3363e+07	13629.4	0
1.2459e+08	19417.1	0	68834.6	7.01115e+07	1.91595e+07	3.99644e+07	1.51359e+07	1.66472e+06	2.31638e+07	0	5.1713e+07	900.019	0.138577	5.34008e+07	13679.3	0
1.2459e+08	17413.9	0	53544.4	6.99703e+07	1.90998e+07	4.01075e+07	1.51841e+07	1.66472e+06	2.32587e+07	0	5.17284e+07	903.024	0.106258	5.34179e+07	13729.1	1.84104e-14
1.2459e+08	15238.4	0	40251.4	6.98109e+07	1.90354e+07	4.02703e+07	1.52446e+07	1.66472e+06	2.3361e+07	0	5.17405e+07	906.029	0.0699358	5.34309e+07	13779	1.84104e-14
1.25215e+08	13083.9	0	77268	7.02553e+07	1.91143e+07	4.04e+07	1.53195e+07	1.67901e+06	2.34014e+07	0	5.17559e+07	909.035	0.152234	5.3475e+07	13828.8	9.16981e-15
1.25215e+08	10379.6	0	57364.1	7.00399e+07	1.90504e+07	4.06236e+07	1.54306e+07	1.67901e+06	2.35141e+07	0	5.17703e+07	912.04	0.0173662	5.34919e+07	13878.6	1.83396e-14
1.25215e+08	8338.5	0	42047.6	6.98742e+07	1.89863e+07	4.07958e+07	1.54981e+07	1.67901e+06	2.36187e+07	0	5.17811e+07	915.045	0.0327309	5.35041e+07	13928.5	9.16981e-15
1.25215e+08	6660.42	0	32403.9	6.97153e+07	1.89228e+07	4.09583e+07	1.55589e+07	1.67901e+06	2.37204e+07	0	5.17889e+07	918.051	0.0397951	5.35129e+07	13978.3	9.16981e-15
1.25215e+08	5572.76	0	27023.7	6.95894e+07	1.88633e+07	4.10851e+07	1.55975e+07	1.67901e+06	2.38086e+07	0	5.17944e+07	921.056	0.0561017	5.35193e+07	14028.1	0
1.25215e+08	4382.8	0	22493.8	6.9447e+07	1.88015e+07	4.12292e+07	1.56466e+07	1.67901e+06	2.39036e+07	0	5.17985e+07	924.061	0.0572791	5.35241e+07	14078	0
1.25215e+08	3366.18	0	19409.6	6.93153e+07	1.87411e+07	4.1362e+07	1.56886e+07	1.67901e+06	2.39944e+07	0	5.18014e+07	927.067	0.0634014	5.35279e+07	14127.8	-9.16981e-15
1.25215e+08	2370.82	0	17023.8	6.9183e+07	1.86806e+07	4.14955e+07	1.57312e+07	1.67901e+06	2.40853e+07	0	5.18036e+07	930.072	0.0657562	5.3531e+07	14177.6	9.16981e-15
1.25896e+08	1392.06	0	45093.7	6.97058e+07	1.86847e+07	4.16232e+07	1.58066e+07	1.69333e+06	2.41233e+07	0	5.18072e+07	933.077	0.116501	5.35543e+07	14227.4	-9.13153e-15
1.26577e+08	834.542	0	99459.3	7.02056e+07	1.8861e+07	4.17378e+07	1.58691e+07	1.70765e+06	2.41611e+07	0	5.18201e+07	936.083	0.162065	5.36106e+07	14277.3	-9.09357e-15
1.2862e+08	493.348	0	337654	7.17972e+07	1.96599e+07	4.18422e+07	1.59232e+07	1.72196e+06	2.4197e+07	0	5.19298e+07	939.088	0.252075	5.39085e+07	14327.2	-8.98157e-15
1.2862e+08	174.121	0	230912	7.16155e+07	1.96098e+07	4.20259e+07	1.60041e+07	1.72196e+06	2.42998e+07	0	5.20348e+07	942.093	0.0764702	5.40154e+07	14377	1.79631e-14
1.2862e+08	54.9022	0	157692	7.14421e+07	1.95522e+07	4.22005e+07	1.60774e+07	1.72196e+06	2.44011e+07	0	5.21069e+07	945.099	0.0798846	5.40874e+07	14426.9	-8.98157e-15
1.2862e+08	0	0	110420	7.12765e+07	1.94947e+07	4.2367e+07	1.61442e+07	1.72196e+06	2.45009e+07	0	5.21533e+07	948.104	0.0822982	5.41338e+07	14476.7	8.98157e-15
1.2862e+08	0	0	78508.6	7.1085e+07	1.94352e+07	4.25608e+07	1.62323e+07	1.72196e+06	2.46065e+07	0	5.2183e+07	951.109	0.0367928	5.41634e+07	14526.6	-8.98157e-15
1.2862e+08	0	0	56485.8	7.08933e+07	1.93753e+07	4.27556e+07	1.63209e+07	1.72196e+06	2.47126e+07	0	5.22019e+07	954.115	0.0296697	5.41823e+07	14576.5	8.98157e-15
1.30891e+08	0	0	295553	7.26175e+07	2.01026e+07	4.29769e+07	1.64839e+07	1.7363e+06	2.47567e+07	0	5.22878e+07	957.12	0.279802	5.44487e+07	14626.3	1.77206e-14
1.32253e+08	0	0	440865	7.34399e+07	2.05724e+07	4.31618e+07	1.66095e+07	1.75063e+06	2.48017e+07	0	5.24976e+07	960.125	0.333019	5.47674e+07	14676.2	1.75782e-14
1.32253e+08	0	0	280155	7.32287e+07	2.05267e+07	4.33756e+07	1.67139e+07	1.75063e+06	2.49111e+07	0	5.26557e+07	963.131	0.0630482	5.49254e+07	14726.1	2.63673e-14
1.32253e+08	0	0	181069	7.29935e+07	2.04734e+07	4.36137e+07	1.68394e+07	1.75063e+06	2.50237e+07	0	5.27519e+07	966.136	0.030023	5.50215e+07	14775.9	8.78912e-15
1.32253e+08	0	0	120571	7.27542e+07	2.04193e+07	4.38568e+07	1.69688e+07	1.75063e+06	2.51374e+07	0	5.28086e+07	969.141	0.0229587	5.50782e+07	14825.8	0
1.32253e+08	0	0	83362.1	7.25729e+07	2.03663e+07	4.40411e+07	1.70465e+07	1.75063e+06	2.52439e+07	0	5.28427e+07	972.146	0.0432684	5.51124e+07	14875.6	8.78912e-15
1.32253e+08	0	0	59967.5	7.23858e+07	2.03127e+07	4.42302e+07	1.71275e+07	1.75063e+06	2.53521e+07	0	5.28641e+07	975.152	0.0478013	5.51338e+07	14925.5	-8.78912e-15
1.32253e+08	0	0	43460.4	7.21741e+07	2.02574e+07	4.44447e+07	1.72287e+07	1.75063e+06	2.54654e+07	0	5.28778e+07	978.157	0.0249603	5.51475e+07	14975.4	1.75782e-14
1.32253e+08	0	0	31232.7	7.19751e+07	2.02019e+07	4.46472e+07	1.73178e+07	1.75063e+06	2.55788e+07	0	5.28865e+07	981.162	0.0261965	5.51563e+07	15025.2	1.75782e-14
1.32253e+08	0	0	23165.2	7.18094e+07	2.01471e+07	4.48153e+07	1.73784e+07	1.75063e+06	2.56863e+07	0	5.28922e+07	984.168	0.0400306	5.51621e+07	15075.1	1.75782e-14
1.32253e+08	0	0	18184.2	7.16582e+07	2.00931e+07	4.49675e+07	1.74276e+07	1.75063e+06	2.57892e+07	0	5.28962e+07	987.173	0.0516866	5.51663e+07	15124.9	2.63673e-14
1.32253e+08	0	0	12917.3	7.14463e+07	2.00351e+07	4.5182e+07	1.75237e+07	1.75063e+06	2.59077e+07	0	5.28988e+07	990.178	0.00582799	5.5169e+07	15174.8	1.75782e-14
1.32253e+08	0	0	7579.6	7.12755e+07	1.99775e+07	4.53567e+07	1.75845e+07	1.75063e+06	2.60216e+07	0	5.29003e+07	993.184	0.0148937	5.51708e+07	15224.7	1.75782e-14
1.32253e+08	0	0	5661.85	7.11357e+07	1.99222e+07	4.54975e+07	1.76232e+07	1.75063e+06	2.61236e+07	0	5.29012e+07	996.189	0.0299641	5.51721e+07	15274.5	8.78912e-15
1.32253e+08	0	0	4512.69	7.09952e+07	1.98664e+07	4.56386e+07	1.76618e+07	1.75063e+06	2.62262e+07	0	5.29018e+07	999.194	0.0387355	5.51731e+07	15324.4	1.75782e-14
1.32253e+08	0	0	3989.29	7.08684e+07	1.98121e+07	4.57656e+07	1.76937e+07	1.75063e+06	2.63212e+07	0	5.29022e+07	1002.2	0.0506858	5.5174e+07	15374.3	3.51565e-14
1.32253e+08	0	0	3303.6	7.07324e+07	1.97559e+07	4.59019e+07	1.77293e+07	1.75063e+06	2.6422e+07	0	5.29024e+07	1005.21	0.0530994	5.51748e+07	15424.1	2.63673e-14
