#Output values file generated by Xhydro
4
ReportTime
point# 1
point# 3
point# 2
1	0.288284	0.214606	0.172655	
2	0.285426	0.212113	0.170524	
3	0.290999	0.286616	0.289655	
4	0.290633	0.293457	0.296427	
5	0.286555	0.28922	0.292276	
6	0.282719	0.285306	0.288475	
7	0.282482	0.284695	0.288973	
8	0.29086	0.293901	0.296993	
9	0.287876	0.290718	0.293842	
10	0.284267	0.287052	0.290308	
11	0.289899	0.293083	0.296255	
12	0.286148	0.289382	0.292762	
13	0.282517	0.285815	0.289401	
14	0.279025	0.282395	0.286186	
15	0.275743	0.279176	0.283155	
16	0.272366	0.275917	0.280116	
17	0.26931	0.272938	0.277322	
18	0.266624	0.270272	0.274791	
19	0.290262	0.292839	0.296524	
20	0.290269	0.293396	0.296539	
21	0.290325	0.293447	0.296586	
22	0.287033	0.290274	0.293587	
23	0.283733	0.287123	0.290622	
24	0.280451	0.284017	0.287715	
25	0.277169	0.280939	0.284852	
26	0.274391	0.278269	0.282332	
27	0.290295	0.293404	0.296536	
28	0.290133	0.293271	0.296418	
29	0.286739	0.290057	0.293427	
30	0.283027	0.286636	0.290298	
31	0.279857	0.283653	0.287536	
32	0.276917	0.28085	0.284919	
33	0.273674	0.277831	0.282143	
34	0.270372	0.274807	0.279391	
35	0.278544	0.282369	0.293013	
36	0.289839	0.293042	0.296236	
37	0.290019	0.293196	0.296373	
38	0.289898	0.293077	0.296252	
39	0.289867	0.293051	0.296229	
40	0.289974	0.293141	0.29631	
41	0.28581	0.289407	0.292994	
42	0.282009	0.285969	0.289931	
43	0.278127	0.282504	0.286868	
44	0.27422	0.279084	0.283889	
45	0.289546	0.292816	0.296044	
46	0.289549	0.292835	0.296071	
47	0.28975	0.292983	0.296191	
48	0.289833	0.293027	0.296213	
49	0.289578	0.292769	0.295952	
50	0.289551	0.292745	0.29593	
51	0.289404	0.292629	0.295831	
52	0.289417	0.292656	0.295866	
53	0.28475	0.288703	0.292568	
54	0.280276	0.284934	0.289446	
55	0.289426	0.292663	0.295882	
56	0.287331	0.290736	0.29634	
57	0.282556	0.286785	0.293326	
58	0.278028	0.283091	0.290366	
59	0.289232	0.292515	0.310225	
60	0.289225	0.292497	0.31448	
61	0.289238	0.309402	0.312375	
62	0.289321	0.305482	0.310184	
63	0.288966	0.310194	0.309623	
64	0.289031	0.349415	0.308457	
65	0.288976	0.344391	0.307068	
66	0.28896	0.338502	0.305693	
67	0.288848	0.3371	0.30433	
68	0.288861	0.360876	0.302886	
69	0.283928	0.327301	0.303144	
70	0.279148	0.322734	0.302133	
71	0.274811	0.320773	0.302669	
72	0.27698	0.318577	0.298322	
73	0.426257	0.330132	0.298081	
74	0.461437	0.326991	0.298081	
75	0.447199	0.325797	0.298081	
76	0.435473	0.32495	0.298081	
77	0.414772	0.311679	0.298081	
78	0.404593	0.316608	0.298081	
79	0.390527	0.310482	0.298081	
80	0.396973	0.302597	0.298081	
81	0.390797	0.306765	0.298081	
82	0.376646	0.307314	0.298081	
83	0.365376	0.300051	0.298081	
84	0.356531	0.299394	0.298081	
85	0.347203	0.299316	0.298081	
86	0.461437	0.30382	0.298081	
87	0.461437	0.300621	0.298081	
88	0.461437	0.302997	0.298081	
89	0.461437	0.301394	0.298081	
90	0.461437	0.300657	0.298081	
91	0.461437	0.313435	0.298081	
92	0.461437	0.326972	0.298081	
93	0.461437	0.340529	0.298081	
94	0.461437	0.354104	0.298081	
95	0.461437	0.3677	0.298081	
96	0.461437	0.381314	0.298081	
97	0.461437	0.394949	0.298081	
98	0.461437	0.408603	0.298081	
99	0.461437	0.422278	0.298081	
100	0.461437	0.435972	0.298081	
101	0.461437	0.449687	0.298081	
102	0.461437	0.463422	0.298081	
103	0.461437	0.466982	0.298081	
104	0.461437	0.466982	0.298081	
105	0.461437	0.466982	0.298081	
106	0.461437	0.466982	0.298081	
107	0.461437	0.466982	0.298081	
108	0.461437	0.466982	0.298081	
109	0.461437	0.466982	0.298081	
110	0.461437	0.466982	0.298081	
111	0.461437	0.466982	0.298081	
112	0.461437	0.466982	0.298081	
113	0.461437	0.466982	0.298081	
114	0.461437	0.466982	0.298081	
115	0.461437	0.466982	0.298081	
116	0.461437	0.466982	0.298081	
117	0.461437	0.466982	0.298081	
