StorAll	Snow	Intercp	Surface	Soil	SoilL1	SoilL2	SoilL3	RZW	GW	ET	EvapS	EvapI	EvapT	Leakage	SrfOut	GWOut	AllOut	SrftoCh	GWtoCh	Rchrge
99.9171	53.5567	-nan	103.938	120.583	87.4583	98.6525	126.496	105.221	126.413	79.9802	79.9802	-nan	-nan	-nan	102.888	134.594	101.635	98.1105	128.769	0
98.6285	50.9085	-nan	104.108	121.583	88.4976	99.6984	127.487	106.241	127.409	1	-nan	1	1	-nan	101.498	135.595	75.0431	93.3849	129.77	0.0251959
98.4984	50.1921	-nan	104.663	122.582	89.5445	100.739	128.478	107.263	128.404	1	-nan	1	1	-nan	101.113	136.595	75.6797	92.1023	130.771	0
99.5007	51.2011	-nan	106.495	123.583	90.6014	101.778	129.468	108.287	129.4	-nan	-nan	-nan	-nan	-nan	102.752	137.595	102.754	95.9716	131.772	0
99.0686	50.0975	-nan	108.174	124.584	91.6554	102.82	130.459	109.312	130.395	1	-nan	1	1	-nan	104.557	138.594	77.9384	97.6518	132.773	0
96.8642	46.8395	-nan	109.622	125.585	92.7079	103.861	131.451	110.336	131.391	1	-nan	1	1	-nan	106.165	139.594	78.9564	99.0877	133.774	0
96.7164	46.3802	-nan	110.29	126.586	93.7528	104.9	132.442	111.357	132.387	1	-nan	1	1	-nan	106.661	140.593	79.6206	97.7535	134.774	0
95.7594	45.0146	-nan	110.864	127.586	94.7973	105.937	133.434	112.377	133.383	1	-nan	1	1	-nan	106.808	141.592	80.1871	97.1565	135.775	0
96.7606	46.0246	-nan	111.17	128.585	95.8364	106.972	134.425	113.395	134.379	101.158	-nan	-nan	101.158	-nan	106.631	142.591	106.604	95.7202	136.776	0
97.7622	47.0353	-nan	111.65	129.583	96.8726	108.005	135.416	114.41	135.374	102.082	-nan	-nan	102.082	-nan	106.66	143.589	106.623	95.3424	137.777	0
98.7277	48.0017	1	111.902	130.581	97.903	109.037	136.407	115.424	136.369	3.13629	-nan	1	102.944	-nan	106.393	144.587	81.7015	93.8792	138.778	0
99.7292	49.0104	2	114.119	131.58	98.9507	110.066	137.398	116.443	137.364	103.738	-nan	1.99111	103.914	-nan	108.559	145.585	108.497	99.7286	139.778	0
99.0252	47.951	-nan	114.909	132.579	99.9843	111.098	138.389	117.458	138.36	3.91679	-nan	1.00065	104.811	-nan	109.087	146.582	83.7186	97.244	140.779	0
98.9075	47.639	-nan	115.021	133.576	101.01	112.127	139.381	118.469	139.355	4.53898	-nan	1	105.725	-nan	108.83	147.579	84.1191	95.1939	141.779	0
98.2624	46.7717	-nan	115.121	134.572	102.031	113.153	140.372	119.477	140.35	5.07749	-nan	1	106.614	-nan	108.59	148.576	84.5154	94.2681	142.78	0
98.5415	46.9676	-nan	116.726	135.569	103.069	114.176	141.362	120.491	141.345	5.27021	-nan	1	107.478	-nan	109.712	149.572	85.4568	97.4002	143.78	0
99.5435	47.9799	-nan	116.61	136.564	104.073	115.202	142.353	121.494	142.34	108.359	-nan	-nan	108.359	-nan	109.752	150.568	109.72	94.2612	144.781	0
100.545	48.9904	-nan	118.245	137.561	105.102	116.222	143.344	122.504	143.334	109.125	-nan	-nan	109.125	-nan	110.949	151.564	110.904	98.0437	145.781	0
101.548	50.0019	-nan	119.138	138.556	106.117	117.244	144.335	123.51	144.329	109.913	-nan	-nan	109.913	-nan	111.65	152.56	111.603	97.1384	146.781	0
101.441	49.7496	-nan	117.721	139.548	107.107	118.265	145.326	124.506	145.324	7.4705	-nan	1	110.696	-nan	110.143	153.556	87.3566	91.5537	147.781	0
102.444	50.7641	-nan	117.127	140.539	108.095	119.278	146.316	125.499	146.317	111.508	-nan	-nan	111.508	-nan	109.495	154.551	109.56	91.5724	148.782	0
103.448	51.7793	-nan	116.825	141.53	109.08	120.289	147.306	126.49	147.311	112.218	-nan	-nan	112.218	-nan	108.923	155.547	109.032	90.8498	149.782	0.0491848
104.228	52.5379	-nan	115.718	142.518	110.054	121.299	148.295	127.477	148.304	8.9986	-nan	1	112.924	-nan	107.336	156.542	87.1361	87.2528	150.782	0.0491537
104.675	52.9093	-nan	114.874	143.506	111.025	122.306	149.284	128.462	149.296	9.51863	26.3229	1	113.722	-nan	106.12	157.538	86.8614	85.5258	151.782	0
105.681	53.9277	-nan	114.149	144.491	111.975	123.308	150.273	129.438	150.288	113.168	37.403	-nan	114.493	-nan	105.489	158.533	105.776	84.7304	152.781	0.0493866
106.689	54.9456	-nan	115.506	145.478	112.944	124.306	151.262	130.421	151.279	112.038	63.7807	-nan	115.12	-nan	105.552	159.528	105.883	86.5783	153.781	0
107.697	55.9636	-nan	117.365	146.466	113.908	125.308	152.25	131.403	152.271	112.147	85.6773	-nan	115.769	-nan	106.409	160.523	106.771	87.0492	154.781	0
108.705	56.9829	-nan	117.88	147.45	114.849	126.309	153.24	132.377	153.263	112.117	88.1711	-nan	116.402	-nan	107.263	161.518	107.628	85.7845	155.78	0
109.036	57.2035	-nan	114.667	148.43	115.751	127.307	154.228	133.336	154.255	21.6458	82.0437	1	117.026	-nan	104.944	162.513	88.1377	79.4192	156.78	0
107.208	54.9993	-nan	110.179	149.403	116.614	128.293	155.215	134.276	155.244	22.2412	-nan	1	117.706	-nan	101.591	163.508	86.5695	75.4304	157.779	0
107.762	55.5169	-nan	108.614	150.379	117.517	129.268	156.2	135.229	156.232	22.9674	24.815	1	118.359	-nan	98.7094	164.503	85.0662	74.5379	158.779	0
108.224	55.9416	-nan	103.395	151.343	118.312	130.245	157.185	136.142	157.22	26.533	40.9382	1	119.288	-nan	96.2088	165.498	83.7426	70.1414	159.778	0
108.127	55.7477	-nan	100.174	152.308	119.137	131.203	158.168	137.062	158.205	27.4107	83.3543	1	119.665	-nan	93.1584	166.493	81.84	69.4601	160.777	0
108.229	55.7886	-nan	96.4414	153.268	119.922	132.16	159.151	137.967	159.189	29.2852	81.7231	1	120.275	-nan	90.1848	167.488	79.9826	66.6574	161.776	0.0386388
109.075	56.6438	-nan	93.3763	154.226	120.7	133.107	160.132	138.867	160.172	32.2665	90.9878	1	120.865	-nan	87.4098	168.483	78.2301	64.9581	162.775	0
110.088	57.6737	-nan	91.5415	155.177	121.419	134.044	161.113	139.745	161.155	118.401	91.6766	-nan	121.369	-nan	85.8977	169.477	89.1189	65.0617	163.774	0
111.025	58.6265	-nan	88.0007	156.124	122.114	134.978	162.092	140.611	162.136	41.8859	95.8523	1	121.641	-nan	82.5368	170.472	75.6014	60.9124	164.772	0.00907171
109.554	56.9877	-nan	80.0053	157.055	122.701	135.887	163.069	141.431	163.113	45.4297	94.8145	1	122.063	-nan	66.1725	171.466	63.5481	42.708	165.771	0
110.33	57.7687	-nan	80.8533	157.993	123.357	136.791	164.043	142.277	164.088	48.3719	95.5267	1	122.354	-nan	72.577	172.46	68.8656	53.3372	166.769	0
110.291	57.6973	-nan	76.7148	158.912	123.858	137.687	165.018	143.063	165.063	50.7587	93.3414	1	122.697	-nan	68.5888	173.455	65.9862	48.2709	167.768	0.0113391
111.31	58.7324	-nan	76.2888	159.828	124.342	138.555	165.989	143.841	166.033	118.991	96.9643	-nan	123.003	-nan	72.0833	174.449	78.1597	55.589	168.765	0
111.906	59.3397	-nan	72.7364	160.743	124.843	139.42	166.959	144.619	167.002	56.2304	96.8638	1	123.041	-nan	67.9496	175.443	66.0537	49.5966	169.763	0.0234511
112.924	60.3788	-nan	70.9579	161.642	125.223	140.256	167.927	145.347	167.969	118.312	96.2203	-nan	123.259	-nan	68.0419	176.436	75.0838	52.0288	170.761	0
113.94	61.4192	-nan	68.5348	162.531	125.535	141.071	168.893	146.046	168.933	117.053	95.5452	-nan	123.227	-nan	66.8724	177.43	74.6051	51.7584	171.758	0
114.953	62.4602	-nan	66.4189	163.406	125.745	141.862	169.856	146.703	169.893	118.254	95.9153	-nan	123.858	-nan	65.5006	178.423	74.7106	51.8156	172.755	0
115.97	63.5052	-nan	64.4697	164.283	125.986	142.63	170.816	147.369	170.851	116.738	97.8823	-nan	124.048	-nan	63.0549	179.416	73.447	48.8672	173.752	0
116.565	64.1298	-nan	58.0867	165.131	126.066	143.374	171.774	147.955	171.802	72.7192	94.2394	1	124.048	-nan	55.7745	180.41	58.807	39.6965	174.749	0
117.171	64.7669	-nan	54.1235	165.957	126.007	144.071	172.724	148.48	172.746	74.3482	92.7661	1	124.071	-nan	51.9133	181.404	55.7282	38.0425	175.746	2.08071e-05
118.191	65.8162	-nan	54.0088	166.76	125.738	144.738	173.67	148.931	173.688	116.886	93.7731	-nan	124.107	-nan	53.246	182.396	65.2237	43.8774	176.742	0.00603005
119.203	66.8671	-nan	52.6624	167.549	125.388	145.362	174.61	149.343	174.625	116.61	94.4316	-nan	123.925	-nan	52.9281	183.389	65.8723	43.3794	177.738	0
120.211	67.9181	-nan	51.3996	168.32	124.933	145.951	175.545	149.707	175.556	116.739	94.1927	-nan	123.721	-nan	52.1657	184.382	65.8339	43.4948	178.734	0
121.217	68.9709	-nan	49.9704	169.079	124.403	146.499	176.475	150.034	176.482	116.787	94.763	-nan	123.898	-nan	50.9883	185.374	65.9572	42.4918	179.73	0
122.222	70.0288	-nan	47.531	169.832	123.855	147.013	177.4	150.351	177.404	115.539	95.9862	-nan	123.913	-nan	48.8531	186.366	65.3971	39.4928	180.726	0
123.227	71.0871	-nan	45.8116	170.566	123.215	147.496	178.323	150.613	178.32	115.952	94.5333	-nan	123.693	-nan	47.0912	187.358	64.3318	38.967	181.721	0.000969949
124.229	72.1435	-nan	45.3041	171.276	122.44	147.931	179.24	150.811	179.23	116.708	92.7263	-nan	123.395	-nan	46.457	188.35	64.2959	40.0979	182.716	0
125.226	73.2095	-nan	42.4736	171.975	121.583	148.321	180.149	150.978	180.134	113.933	93.2972	-nan	122.994	-nan	44.2005	189.342	63.1383	35.7644	183.711	0
126.225	74.2724	-nan	41.5988	172.647	120.664	148.65	181.051	151.084	181.024	115.293	90.5412	-nan	122.495	-nan	43.0434	190.333	61.8557	37.0275	184.706	0
127.22	75.3382	-nan	40.4426	173.299	119.607	148.927	181.944	151.133	181.909	114.206	89.7817	-nan	121.972	-nan	42.0112	191.324	61.3362	35.998	185.7	0.00533954
128.211	76.4067	-nan	39.1329	173.929	118.436	149.158	182.83	151.126	182.785	114.293	88.5265	-nan	122.153	-nan	40.8138	192.315	61.1723	34.9459	186.694	0.00668872
129.199	77.4764	-nan	38.127	174.533	117.133	149.33	183.708	151.05	183.651	114.561	87.1394	-nan	122.124	-nan	39.8083	193.305	61.0711	34.5422	187.688	0
130.182	78.5476	-nan	37.16	175.113	115.711	149.436	184.577	150.911	184.509	114.195	85.7887	-nan	121.803	-nan	38.934	194.295	60.9405	34.0347	188.682	0.0180604
129.962	78.5123	-nan	22.816	175.409	113.109	149.053	185.374	150.075	185.252	90.606	81.3694	1	121.257	-nan	25.6731	195.286	36.2516	16.8278	189.677	0
130.997	79.5967	-nan	25.4861	175.801	110.65	148.686	186.19	149.414	186.066	109.008	82.0024	-nan	119.759	-nan	26.3039	196.276	45.5292	25.7445	190.67	0
131.992	80.6753	-nan	27.8569	176.164	108.258	148.121	186.983	148.708	186.854	110.339	80.6169	-nan	118.778	-nan	28.466	197.265	48.9401	27.7781	191.663	0
132.955	81.7555	-nan	28.5069	176.498	105.705	147.499	187.763	147.928	187.636	109.234	81.1368	-nan	117.867	-nan	29.769	198.253	51.534	27.8397	192.656	0.010001
133.371	82.5276	-nan	20.0808	176.588	102.523	146.279	188.439	146.632	188.278	88.7973	79.214	1	117.725	-nan	22.9646	199.243	35.5523	17.0078	193.65	0
133.228	82.6906	-nan	14.2141	176.505	99.2144	144.455	189.014	145.044	188.771	88.5033	74.7286	1	116.316	-nan	16.2588	200.233	25.8834	12.1884	194.643	0
134.238	83.7478	-nan	18.0677	176.724	96.7219	143.366	189.715	144.085	189.469	88.6118	74.1847	1	114.636	-nan	18.4671	201.223	29.3666	20.6011	195.637	0
135.274	84.8232	-nan	22.0228	176.948	94.0408	142.268	190.42	143.095	190.191	104.669	75.329	-nan	113.878	-nan	22.2153	202.21	42.393	24.657	196.629	0.0609273
136.233	85.9004	-nan	23.4602	177.149	91.3392	141.086	191.11	142.062	190.901	103.436	75.3413	-nan	112.822	-nan	24.6158	203.197	46.9487	24.6309	197.62	0.0168867
137.15	86.9849	-nan	22.6061	177.308	88.5168	139.802	191.779	140.938	191.595	101.184	76.1405	-nan	111.723	-nan	24.6691	204.184	48.2907	22.9944	198.611	0
138.068	88.0638	-nan	22.5774	177.471	85.9849	138.43	192.418	139.89	192.254	102.123	74.8629	-nan	110.832	-nan	24.623	205.17	48.4043	23.7615	199.602	0.00334433
138.98	89.1443	-nan	22.3164	177.629	83.4811	137.089	193.046	138.85	192.907	101.031	74.3544	-nan	109.874	-nan	24.4047	206.156	48.629	23.4015	200.593	0.00476426
139.704	90.2203	-nan	19.0453	177.629	80.9375	135.403	193.585	137.565	193.459	87.2012	72.0211	1	108.736	-nan	21.5141	207.144	36.0443	18.7151	201.585	0.00580806
140.632	91.3133	-nan	19.2312	177.701	78.2748	133.858	194.162	136.366	194.073	97.4593	72.9217	-nan	107.647	-nan	21.0441	208.129	43.9304	20.4409	202.575	0.0226161
141.556	92.4011	-nan	19.907	177.787	76.0136	132.156	194.701	135.283	194.649	97.9613	71.1571	-nan	106.331	-nan	21.5328	209.114	44.3476	21.5101	203.564	0.0251252
142.461	93.4912	-nan	19.9501	177.871	73.7785	130.511	195.236	134.208	195.229	96.5247	70.727	-nan	105.227	-nan	21.7628	210.098	45.0911	21.3272	204.554	0.00784607
143.355	94.5851	-nan	19.5279	177.945	71.6086	128.885	195.755	133.146	195.793	95.3494	70.2536	-nan	104.269	-nan	21.5088	211.082	45.1268	20.7539	205.542	0.00861314
144.258	95.6768	-nan	19.5545	178.042	69.6977	127.304	196.253	132.196	196.334	95.1408	69.2188	-nan	103.192	-nan	21.4767	212.066	44.9387	21.1722	206.531	0.0145455
145.14	96.779	-nan	18.563	178.11	67.6438	125.849	196.746	131.194	196.864	92.8514	68.9965	-nan	102.395	-nan	20.6631	213.049	44.5088	19.561	207.518	0.000805979
146.04	97.8796	-nan	18.31	178.199	65.8903	124.39	197.208	130.314	197.358	92.7547	67.785	-nan	101.324	-nan	20.2616	214.031	43.5529	19.8011	208.506	0.00146887
146.921	98.9931	-nan	17.1336	178.25	63.9444	123.019	197.669	129.348	197.846	90.2917	67.5982	-nan	100.588	-nan	19.1875	215.013	42.786	18.0151	209.493	0.0221819
147.827	100.105	-nan	16.8343	178.321	62.3218	121.564	198.1	128.502	198.297	89.8	65.9539	-nan	99.5511	-nan	18.6776	215.993	41.6713	18.207	210.479	0.0133517
148.769	101.206	-nan	17.5532	178.468	61.1124	120.187	198.541	127.869	198.756	90.2575	64.6835	-nan	98.5071	-nan	19.1811	216.974	41.8003	19.6715	211.465	0
149.679	102.318	-nan	16.9848	178.59	59.6248	118.972	199.017	127.126	199.254	87.9435	64.8792	-nan	98.1095	-nan	18.8627	217.954	42.3828	18.2995	212.45	0
150.605	103.427	-nan	16.9225	178.738	58.397	117.659	199.489	126.473	199.754	87.8406	64.0509	-nan	97.342	-nan	18.7396	218.934	42.0701	18.6176	213.435	0
151.506	104.548	-nan	15.9244	178.856	56.9345	116.477	199.971	125.731	200.265	85.7357	63.8308	-nan	96.9453	-nan	17.889	219.913	41.7865	17.0129	214.42	0.000787553
152.451	105.659	-nan	16.1053	179.038	55.9107	115.361	200.429	125.218	200.738	86.4634	62.6802	-nan	96.1249	-nan	17.8339	220.891	41.0654	17.9462	215.404	0.00175212
153.395	106.773	-nan	15.8711	179.246	54.8106	114.537	200.913	124.746	201.231	85.4359	62.6677	-nan	95.7672	-nan	17.6303	221.868	41.3047	17.3757	216.387	0
154.325	107.899	-nan	14.8475	179.442	53.5459	113.843	201.404	124.236	201.724	83.8088	62.3962	-nan	95.5376	-nan	16.6756	222.845	40.6283	15.7085	217.369	0
155.304	109.018	-nan	14.8217	179.702	52.6979	113.096	201.888	123.92	202.201	84.3886	61.1127	-nan	94.9473	-nan	16.3903	223.821	39.4647	16.1634	218.352	0
156.311	110.133	-nan	15.1918	180.018	52.0293	112.42	202.41	123.707	202.722	84.4974	60.3306	-nan	94.5472	-nan	16.6349	224.797	39.5886	16.7404	219.333	0
157.317	111.248	-nan	15.2797	180.36	51.3673	111.745	202.986	123.486	203.313	84.0436	59.7713	-nan	94.391	-nan	16.7892	225.772	40.0798	16.7117	220.315	0
157.368	112.365	-nan	9.13623	179.946	49.7225	110.009	203.257	121.94	203.595	72.5722	56.9281	1	93.7259	-nan	10.9328	226.756	22.0495	8.03145	221.302	0
158.321	113.505	-nan	9.29617	180.081	48.8937	109.635	203.737	121.477	204.053	69.07	55.7303	1	91.6174	-nan	10.3186	227.741	21.2665	9.73694	222.29	0
159.683	114.638	-nan	11.3631	180.549	48.3992	109.469	204.344	121.552	204.645	79.0375	56.2797	-nan	91.4052	-nan	11.9507	228.715	30.1579	12.749	223.27	0
160.907	115.77	-nan	12.1942	181.061	47.9965	109.253	204.985	121.684	205.28	78.9977	56.1745	-nan	91.5519	-nan	13.0678	229.688	33.0458	12.9047	224.249	0
162.049	116.904	1	11.8322	181.616	47.9897	109.229	205.674	121.939	205.977	70.6764	56.4297	1	91.9968	-nan	12.9863	230.672	27.3979	12.1421	225.235	0
162.997	118.038	-nan	10.3906	182.052	47.6143	109.222	206.346	121.936	206.655	68.7442	55.7322	1.02548	91.6996	-nan	11.6222	231.655	24.6449	10.0733	226.221	0
164.344	119.157	-nan	12.0373	182.672	47.3507	109.378	207.044	122.256	207.354	79.9689	56.4491	-nan	91.8442	-nan	12.7052	232.628	32.4543	13.5727	227.2	0
165.613	120.272	-nan	12.8861	183.342	47.1477	109.722	207.751	122.685	208.057	80.3984	56.8353	-nan	92.2057	-nan	13.6671	233.601	34.8154	13.6983	228.179	0
166.54	121.403	-nan	10.394	183.925	46.9126	110.255	208.467	122.98	208.761	68.8874	55.7396	1	92.3455	-nan	11.6655	234.584	25.3038	9.49552	229.165	0
167.928	122.534	-nan	11.4723	184.635	46.6796	110.503	209.208	123.436	209.5	79.2433	56.1307	-nan	92.7113	-nan	12.1688	235.556	32.8671	12.2916	230.143	0
169.218	123.689	-nan	11.0207	185.329	46.0481	110.748	209.956	123.793	210.247	76.9516	56.2834	-nan	93.5093	-nan	11.8778	236.525	34.6709	10.7172	231.119	0.0145783
170.508	124.852	-nan	10.4934	186.021	45.3664	111.039	210.704	124.14	210.992	76.2398	54.887	-nan	93.9275	-nan	11.3423	237.492	34.2937	10.0905	232.094	0.0147708
171.849	125.992	-nan	11.1718	186.751	45.1534	111.437	211.458	124.628	211.743	79.1018	53.0843	-nan	93.9474	-nan	11.8152	238.46	33.801	11.4094	233.069	0.00453935
173.182	127.137	-nan	11.3574	187.516	44.8731	111.86	212.222	125.161	212.509	77.9918	52.8845	-nan	94.5163	-nan	12.0417	239.428	35.1988	11.2002	234.043	0.0121718
174.526	128.266	-nan	12.0691	188.304	44.8193	112.319	212.991	125.766	213.282	79.7047	52.0865	-nan	94.836	-nan	12.6603	240.396	35.9522	12.2635	235.018	0
175.836	129.421	-nan	11.1402	189.099	44.1981	112.769	213.762	126.298	214.061	75.017	52.3039	-nan	95.8428	-nan	11.9395	241.361	37.3934	10.292	235.991	0
176.784	130.556	-nan	9.44451	189.716	43.874	113.551	214.559	126.562	214.862	65.3319	49.6696	1	95.4617	-nan	10.3313	242.342	24.7841	8.38998	236.975	0
177.944	131.674	-nan	9.46634	190.39	43.7688	114.329	215.362	126.958	215.671	65.3717	48.8536	1	94.8343	-nan	10.0919	243.323	23.5414	9.12881	237.959	0
178.446	132.799	-nan	7.35615	190.69	42.5852	114.846	216.166	126.461	216.48	62.3036	47.5762	1	94.5528	-nan	8.14611	244.305	19.9411	6.19417	238.943	0
180.38	133.924	-nan	10.381	191.631	42.7474	115.271	216.955	127.365	217.281	73.7325	47.9577	-nan	92.4631	-nan	10.2927	245.271	30.8601	11.9555	239.916	0
181.971	135.048	-nan	12.4812	192.569	43.0169	115.737	217.747	128.278	218.088	75.769	48.0763	-nan	93.4511	-nan	12.4962	246.238	36.0766	13.0414	240.89	0
183.412	136.181	-nan	13.2501	193.506	43.1968	116.214	218.54	129.177	218.897	76.223	48.8847	-nan	94.6512	-nan	13.615	247.203	39.6752	12.8522	241.862	0
184.792	137.332	-nan	13.0821	194.431	43.1701	116.698	219.331	130.023	219.707	76.0001	49.6675	-nan	95.9135	-nan	13.6561	248.167	41.4324	12.3165	242.833	0
186.165	138.485	-nan	13.2799	195.352	43.2487	117.234	220.124	130.878	220.518	77.7825	49.329	-nan	96.8848	-nan	13.8021	249.131	41.9917	12.7943	243.804	0
186.023	139.642	-nan	8.02097	195.406	41.6098	117.858	220.943	129.784	221.355	63.026	45.3288	1	97.1708	-nan	9.13623	250.112	22.6156	6.25022	244.788	0
187.032	140.8	-nan	8.61168	195.903	41.202	118.345	221.759	129.755	222.185	60.4636	43.5603	1	93.194	-nan	9.14531	251.094	21.4488	8.77377	245.772	0.00522591
188.997	141.975	-nan	11.8728	196.963	41.5559	118.805	222.555	130.916	223	71.4519	45.7799	-nan	92.6954	-nan	11.5955	252.058	35.1932	12.2205	246.743	0
190.646	143.175	-nan	13.3076	198.02	41.6672	119.308	223.35	132.045	223.815	71.4702	47.0724	-nan	94.3118	-nan	13.2679	253.02	40.9797	12.1098	247.713	0
192.154	144.374	-nan	14.192	199.053	41.9006	119.856	224.146	133.144	224.632	74.5231	47.7553	-nan	95.6928	-nan	14.3052	253.981	43.9459	13.1948	248.682	0.00165092
193.611	145.578	-nan	14.8494	200.081	42.1718	120.432	224.942	134.245	225.45	76.3632	48.5007	-nan	97.0708	-nan	15.0183	254.943	46.3168	13.9336	249.651	0
195.051	146.794	-nan	15.1346	201.113	42.3544	121.067	225.74	135.345	226.27	76.8442	49.1112	-nan	98.5157	-nan	15.3822	255.904	48.339	14.0288	250.619	0.00299207
196.488	148.007	-nan	15.6682	202.154	42.6044	121.778	226.538	136.481	227.092	78.2554	49.2087	-nan	99.8662	-nan	15.8514	256.864	50.1616	14.6875	251.587	0
197.912	149.179	-nan	17.7375	203.206	43.2787	122.548	227.34	137.698	227.919	83.0026	49.0177	-nan	100.956	-nan	17.5558	257.827	52.5752	18.8676	252.557	0
199.331	150.342	-nan	19.4124	204.289	43.934	123.331	228.144	138.979	228.75	83.2765	50.1685	-nan	102.494	-nan	19.181	258.789	56.1059	19.1624	253.526	0
200.724	151.484	-nan	21.2422	205.384	44.7453	124.143	228.951	140.308	229.588	85.8774	51.0075	-nan	103.945	-nan	20.9752	259.752	59.3521	21.9621	254.496	0
202.089	152.634	-nan	22.493	206.482	45.5266	124.968	229.761	141.644	230.431	87.0525	52.1967	-nan	105.605	-nan	22.4232	260.716	62.4629	22.5005	255.466	0
203.425	153.792	-nan	23.4597	207.576	46.3187	125.812	230.574	142.971	231.279	88.9528	53.2532	-nan	107.233	-nan	23.5676	261.679	65.0657	23.6204	256.435	0
204.743	154.953	-nan	24.6483	208.663	47.1473	126.677	231.391	144.289	232.134	91.141	54.2924	-nan	108.825	-nan	24.753	262.643	67.4694	25.1865	257.405	0
206.066	156.164	-nan	23.5371	209.756	47.5287	127.518	232.209	145.565	232.994	88.7083	55.8415	-nan	110.841	-nan	24.15	263.603	68.7928	21.4077	258.373	0
207.378	157.372	-nan	23.6291	210.842	48.1229	128.388	233.031	146.848	233.861	92.0292	55.7383	-nan	112.344	-nan	23.976	264.563	70.2256	22.6256	259.34	0
208.695	158.576	-nan	24.743	211.937	48.8741	129.284	233.858	148.17	234.736	94.5585	56.0306	-nan	113.835	-nan	24.7317	265.525	72.126	24.6565	260.309	0
210.032	159.814	-nan	24.5283	213.052	49.3992	130.176	234.687	149.514	235.614	93.0008	56.8095	-nan	115.655	-nan	24.7184	266.484	73.3508	22.5216	261.276	0
211.355	161.029	-nan	25.966	214.164	50.2315	131.093	235.521	150.886	236.499	97.3797	56.9992	-nan	117.13	-nan	25.6852	267.445	75.9796	26.0009	262.243	0
212.675	162.224	-nan	28.4976	215.287	51.2812	132.036	236.359	152.309	237.391	100.65	57.9001	-nan	118.624	-nan	27.8103	268.408	79.104	30.6145	263.213	0
214.008	163.434	-nan	29.3007	216.437	52.188	132.971	237.2	153.78	238.286	99.6153	59.2321	-nan	120.55	-nan	28.9335	269.369	81.4938	27.1991	264.181	0
215.321	164.608	-nan	31.7448	217.583	53.3627	133.947	238.045	155.275	239.188	104.123	60.2573	-nan	122.117	-nan	30.8359	270.333	85.0793	33.2329	265.15	0
216.647	165.773	-nan	33.3606	218.754	54.5013	134.932	238.894	156.826	240.093	104.436	61.9091	-nan	124.012	-nan	32.4244	271.295	87.7714	32.2759	266.119	0
217.965	166.902	-nan	35.6277	219.929	55.7858	135.943	239.746	158.407	241.004	107.324	63.3087	-nan	125.78	-nan	34.3339	272.259	91.2643	35.8703	267.089	0
219.325	168.037	-nan	34.457	221.149	56.7151	136.936	240.6	160.063	241.919	104.001	65.2385	-nan	127.96	-nan	33.9959	273.219	91.7993	26.3463	268.056	0
220.643	169.185	-nan	33.8685	222.335	57.6764	137.952	241.459	161.644	242.84	107.43	66.4679	-nan	129.869	-nan	33.2062	274.178	94.7696	28.4397	269.022	0
221.925	170.323	-nan	36.0582	223.497	58.8921	139.016	242.321	163.191	243.765	112.907	67.6885	-nan	131.539	-nan	34.2058	275.14	98.8206	35.4587	269.991	0
223.187	171.45	-nan	40.07	224.651	60.3078	140.129	243.188	164.742	244.696	117.034	69.3079	-nan	133.14	-nan	37.1625	276.105	102.544	43.1051	270.961	0
224.446	172.59	-nan	43.0615	225.808	61.6686	141.268	244.059	166.299	245.631	118.077	71.3657	-nan	134.968	-nan	40.2193	277.069	105.277	43.6837	271.931	0
225.697	173.748	-nan	44.29	226.964	62.9464	142.429	244.932	167.847	246.57	119.01	73.0187	-nan	136.814	-nan	42.252	278.033	107.566	42.1458	272.901	0
226.923	174.898	-nan	47.0461	228.108	64.4103	143.624	245.81	169.382	247.515	123.111	74.5982	-nan	138.401	-nan	44.805	278.999	111.128	47.9426	273.872	0
228.145	176.081	-nan	48.3527	229.253	65.798	144.82	246.69	170.916	248.464	123.873	76.3869	-nan	140.19	-nan	46.5674	279.965	112.85	46.712	274.843	0
229.381	177.306	-nan	47.3963	230.405	66.9585	146.005	247.572	172.448	249.415	122.709	77.769	-nan	142.082	-nan	46.6406	280.929	113.174	42.435	275.812	0
230.597	178.513	-nan	49.2507	231.544	68.3719	147.204	248.458	173.965	250.373	127.391	79.0999	-nan	143.647	-nan	48.1376	281.895	116.861	49.5298	276.783	0
231.805	179.701	-nan	53.767	232.68	69.9826	148.416	249.349	175.494	251.336	130.88	80.9872	-nan	145.165	-nan	51.8211	282.863	119.995	58.6705	277.756	0
233.044	180.926	-nan	53.4715	233.845	71.2823	149.607	250.241	177.072	252.302	127.667	82.5031	-nan	147.138	-nan	53.4108	283.828	119.519	46.9318	278.727	0
234.302	182.18	-nan	51.1005	235.026	72.3834	150.788	251.135	178.68	253.272	126.111	83.3534	-nan	148.999	-nan	52.7778	284.791	119.366	41.9116	279.696	0
235.628	183.434	-nan	47.9023	236.261	73.1849	151.96	252.031	180.417	254.244	121.459	83.3071	-nan	150.852	-nan	50.9299	285.752	116.663	33.1145	280.664	0
236.869	184.561	-nan	47.7764	237.434	74.6645	153.148	252.93	182.038	255.221	132.124	84.4982	-nan	152.607	-nan	49.8339	286.715	126.134	44.5991	281.633	0
238.082	185.597	-nan	54.1035	238.607	76.6124	154.372	253.833	183.697	256.201	139.51	87.452	-nan	154.112	-nan	53.2757	287.682	132.459	59.6568	282.605	0
